id_empresa,datetime,processo,uso_de_cpu,uso de gpu,mac_address
1,2025-11-18 22:36:57,ksoftirqd/6,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/6:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/8,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/8,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/8,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/8,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/8:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/10,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/10,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/10,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/10,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/10:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/12,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/12,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/12,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/12,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/12:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/14,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/14,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/14,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/14,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/14:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/1:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/3:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/5,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/5,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/5,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/5,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/5:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/7,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/7,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/7,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/7,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/7:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/9,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/9,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/9,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/9,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/9:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/11,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/11,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/11,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/11,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/11:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/13,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/13,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/13,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/13,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/13:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cpuhp/15,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,idle_inject/15,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,migration/15,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksoftirqd/15,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/15:0H-events_highpri,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kdevtmpfs,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-inet_frag_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kauditd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,khungtaskd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,oom_reaper,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-writeback,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kcompactd0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ksmd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,khugepaged,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-kintegrityd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-blkcg_punt_bio,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/9-acpi,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/1:1-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-tpm_dev_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-ata_sff,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-md,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-md_bitmap,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-edac-poller,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-devfreq_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,watchdogd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/0:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/2:1-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/25-AMD-Vi0-Evt,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/26-AMD-Vi0-PPR,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/27-AMD-Vi0-GA,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kswapd0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ecryptfs-kthread,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-kthrotld,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/u67:0-hci0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-acpi_thermal_pm,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-mld,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-ipv6_addrconf,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/10:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-kstrp,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/5:1-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-charger_manager,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/6:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/8:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/9:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/2:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/1:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/15:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/3:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/7:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/13:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/14:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/4:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/11:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/12:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/5:1H-kblockd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/50-PNP0C50:0b,1.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-nvme-wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-nvme-reset-wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-nvme-delete-wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-nvme-auth-wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/9:2-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,jbd2/nvme0n1p2-8,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-ext4-rsv-conversion,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-journald,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/6:2-events_freezable,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-udevd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,psimon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/10:3-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-cfg80211,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-cryptd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-oomd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/4:3-mm_percpu_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/u67:1-hci0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-resolved,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-timesyncd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/13:2-events,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,irq/69-rtw89_pci,1.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-amdgpu-reset-dev,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-ttm,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,avahi-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,bluetoothd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,dbus-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-remote-desktop-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,polkitd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,power-profiles-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,snapd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,accounts-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cron,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,switcheroo-control,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd-logind,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,udisksd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,avahi-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,NetworkManager,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,wpa_supplicant,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,rsyslogd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ModemManager,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-amdgpu_dm_hpd_rx_offload_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-amdgpu_dm_hpd_rx_offload_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-amdgpu_dm_hpd_rx_offload_wq,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-dm_vblank_control_workqueue,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,psimon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,card1-crtc0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,card1-crtc1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,card1-crtc2,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,card1-crtc3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-gfx,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.0.0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.1.0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.2.0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.3.0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.0.1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.1.1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.2.1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-comp_1.3.1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-sdma0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-vcn_dec,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-vcn_enc0,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-vcn_enc1,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kworker/R-jpeg_dec,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cupsd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,unattended-upgr,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,containerd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gdm3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,mysqld,1.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,rtkit-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,krfcommd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,colord,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,upowerd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,cups-browsed,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,dockerd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kerneloops,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,kerneloops,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gdm-session-worker,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,systemd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,(sd-pam),0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,pipewire,1.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,pipewire,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,wireplumber,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,pipewire-pulse,1.9,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-keyring-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,dbus-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,xdg-document-portal,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,xdg-permission-store,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,fusermount3,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gdm-wayland-session,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-session-binary,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gcr-ssh-agent,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-session-ctl,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gvfsd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gvfsd-fuse,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-session-binary,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-shell,1.9,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,at-spi-bus-launcher,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,dbus-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,at-spi2-registryd,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gnome-shell-calendar-server,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,evolution-source-registry,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,dconf-service,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gjs,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ibus-daemon,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-a11y-settings,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-color,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-datetime,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-housekeeping,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-keyboard,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-media-keys,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-power,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-print-notifications,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-rfkill,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-screensaver-proxy,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-sharing,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-smartcard,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-sound,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-wacom,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gsd-disk-utility-notify,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,gvfs-udisks2-volume-monitor,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,evolution-alarm-notify,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ibus-memconf,0.0,9.41,e8:5c:5f:1e:b4:1d
1,2025-11-18 22:36:57,ibus-extension-gtk3,0.0,9.41,e8:5c:5f:1e:b4:1d
