id_empresa,datetime,processo,uso de cpu,uso de gpu,mac_address
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,fsnotifier.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,winlogon.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,unsecapp.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Discord.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,ms-teams.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,conhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Notion.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Notion.exe,0.7,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Notion.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,bash.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,StartMenuExperienceHost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,OneDrive.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,FnHotkeyCapsLKNumLK.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,dllhost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,WhatsApp.Root.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,UserOOBEBroker.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,RuntimeBroker.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,RuntimeBroker.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,AutoModeDetect.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,ShellHost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,FileSyncHelper.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,AppActions.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,ShellExperienceHost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,ctfmon.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,Code.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,jetbrains-toolbox.exe,0.7,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,svchost.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedge.exe,0.0,18.33,f4:6a:dd:7b:03:0d
1,2025-11-05 21:02:59,msedgewebview2.exe,0.0,18.33,f4:6a:dd:7b:03:0d
