NumeroLinha;MotivoErro;LinhaOriginal
3;cpu_percent=0;1;2025-11-05 21:03:07;0;24.59;48.79;45.64;f4:6a:dd:7b:03:0d
5;Campo obrigatório vazio;1;2025-11-05 21:03:25; ;57.2;56.35;66.87;f4:6a:dd:7b:03:0d
